TYPE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,Geocoded_Location
Request for Pothole Repair,PWDx,INTERSECTION of Longfellow Pl & Staniford St  Boston  MA,3,1B,8,A1,Back Bay,3,Ward 3,305,,INTERSECTION Longfellow Pl & Staniford St,,42.3541,-71.05228,Citizens Connect App,"(42.3541, -71.05228)"
Request for Pothole Repair,PWDx,49 Saint Germain St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 4,406,R3,49 Saint Germain St,02115,42.34552,-71.08505,Citizens Connect App,"(42.34552, -71.08505)"
Request for Pothole Repair,INFO,400 Cambridge St  Boston  MA  02114,3,1B,8,A1,Back Bay,3,03,,,400 Cambridge St,02114,42.36126,-71.071917,Citizens Connect App,"(42.36126, -71.071917)"
Request for Pothole Repair,PWDx,565 Boylston St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,C,565 Boylston St,02116,42.35065,-71.07637,Citizens Connect App,"(42.35065, -71.07637)"
Request for Pothole Repair,PWDx,INTERSECTION of Clearway St & Massachusetts Ave  Boston  MA,4,1C,7,D4,Back Bay,14,Ward 4,405,,INTERSECTION Clearway St & Massachusetts Ave,,42.286995,-71.1073,Citizens Connect App,"(42.286995, -71.1073)"
Request for Pothole Repair,PWDx,INTERSECTION of Massachusetts Ave & Commonwealth Ave. Underpass  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Massachusetts Ave & Commonwealth Ave. Underpass,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,255 Massachusetts Ave  Boston  MA  02115,4,10A,7,D4,Back Bay,14,Ward 4,405,RC,255 Massachusetts Ave,02115,42.34411,-71.08665,Citizens Connect App,"(42.34411, -71.08665)"
Request for Pothole Repair,PWDx,INTERSECTION of Commonwealth Ave & Commonwealth Ave. Underpass  Boston  MA,4,10A,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Commonwealth Ave & Commonwealth Ave. Underpass,,42.310635,-71.106478,Citizens Connect App,"(42.310635, -71.106478)"
Request for Pothole Repair,PWDx,INTERSECTION of Marlborough St & Massachusetts Ave  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Marlborough St & Massachusetts Ave,,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,167 Beacon St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,506,CM,167 Beacon St,02116,42.35435,-71.07549,Citizens Connect App,"(42.35435, -71.07549)"
Request for Pothole Repair,PWDx,132 Beacon St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,506,A,132 Beacon St,02116,42.355004,-71.075013,Citizens Connect App,"(42.355004, -71.075013)"
Request for Pothole Repair,PWDx,INTERSECTION of Harcourt St & Huntington Ave  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Harcourt St & Huntington Ave,,42.28004,-71.08733,Citizens Connect App,"(42.28004, -71.08733)"
Request for Pothole Repair,PWDx,1089-1091 Boylston St  Boston  MA  02215,4,10A,8,D4,Back Bay,14,Ward 5,510,CM,1089-1091 Boylston St,02215,42.34721,-71.08919,Citizens Connect App,"(42.34721, -71.08919)"
Request for Pothole Repair,PWDx,INTERSECTION of Massachusetts Ave & Commonwealth Ave. Underpass  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Massachusetts Ave & Commonwealth Ave. Underpass,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,INTERSECTION of Commonwealth Ave & Exeter St  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,507,,INTERSECTION Commonwealth Ave & Exeter St,,42.320812,-71.09904,Citizens Connect App,"(42.320812, -71.09904)"
Request for Pothole Repair,PWDx,INTERSECTION of Boylston St & Dalton St  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Boylston St & Dalton St,,42.358845,-71.135474,Citizens Connect App,"(42.358845, -71.135474)"
Request for Pothole Repair,PWDx,INTERSECTION of Clarendon St & Public Alley No. 420  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,507,,INTERSECTION Clarendon St & Public Alley No. 420,,42.25367,-71.1427,Citizens Connect App,"(42.25367, -71.1427)"
Request for Pothole Repair,INFO,400 Cambridge St  Boston  MA  02114,3,1B,8,A1,Back Bay,3,03,,,400 Cambridge St,02114,42.36126,-71.071917,Citizens Connect App,"(42.36126, -71.071917)"
Request for Pothole Repair,PWDx,382 Commonwealth Ave  Boston  MA  02215,4,10A,8,D4,Back Bay,14,Ward 5,510,CM,382 Commonwealth Ave,02215,42.34861,-71.08959,Citizens Connect App,"(42.34861, -71.08959)"
Request for Pothole Repair,PWDx,INTERSECTION of Clearway St & Massachusetts Ave  Boston  MA,4,1C,7,D4,Back Bay,14,Ward 4,405,,INTERSECTION Clearway St & Massachusetts Ave,,42.286995,-71.1073,Citizens Connect App,"(42.286995, -71.1073)"
Request for Pothole Repair,PWDx,INTERSECTION of Huntington Ave & Public Alley No. 405  Boston  MA,4,1C,7,D4,Back Bay,14,Ward 4,405,,INTERSECTION Huntington Ave & Public Alley No. 405,,42.30721,-71.11605,Citizens Connect App,"(42.30721, -71.11605)"
Request for Pothole Repair,PWDx,INTERSECTION of Berkeley St & Cortes St  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 5,501,,INTERSECTION Berkeley St & Cortes St,,42.27827,-71.10004,Citizens Connect App,"(42.27827, -71.10004)"
Request for Pothole Repair,PWDx,INTERSECTION of Huntington Ave & Massachusetts Ave  Boston  MA,4,1C,7,D4,Back Bay,14,Ward 4,405,,INTERSECTION Huntington Ave & Massachusetts Ave,,42.30709,-71.11596,Citizens Connect App,"(42.30709, -71.11596)"
Request for Pothole Repair,PWDx,20 Fairfield St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,508,R1,20 Fairfield St,02116,42.35138,-71.08277,Citizens Connect App,"(42.35138, -71.08277)"
Request for Pothole Repair,PWDx,INTERSECTION of Huntington Ave & Public Alley No. 405  Boston  MA,4,1C,7,D4,Back Bay,14,Ward 4,405,,INTERSECTION Huntington Ave & Public Alley No. 405,,42.30721,-71.11605,Citizens Connect App,"(42.30721, -71.11605)"
Request for Pothole Repair,PWDx,INTERSECTION of Berkeley St & Stuart St  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 5,501,,INTERSECTION Berkeley St & Stuart St,,42.27818,-71.09965,Citizens Connect App,"(42.27818, -71.09965)"
Request for Pothole Repair,PWDx,31-33 Commonwealth Ave  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,506,CM,31-33 Commonwealth Ave,02116,42.35334,-71.07448,Citizens Connect App,"(42.35334, -71.07448)"
Request for Pothole Repair,PWDx,500 Boylston St  Boston  MA  02116,4,1C,2,D4,Back Bay,6,Ward 4,402,C,500 Boylston St,02116,42.35053,-71.0739,Citizens Connect App,"(42.35053, -71.0739)"
Request for Pothole Repair,PWDx,INTERSECTION of Beacon St & Massachusetts Ave  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Beacon St & Massachusetts Ave,,42.2893,-71.16429,Citizens Connect App,"(42.2893, -71.16429)"
Request for Pothole Repair,PWDx,INTERSECTION of Massachusetts Ave & Public Alley No. 905  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Massachusetts Ave & Public Alley No. 905,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,INTERSECTION of Public Alley No. 405 & Public Alley No. 404  Boston  MA,4,1C,7,D4,Back Bay,14,Ward 4,405,,INTERSECTION Public Alley No. 405 & Public Alley No. 404,,42.36643,-71.05201,Citizens Connect App,"(42.36643, -71.05201)"
Request for Pothole Repair,PWDx,INTERSECTION of Cahners Pl & Columbus Ave  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 5,501,,INTERSECTION Cahners Pl & Columbus Ave,,42.28284,-71.14829,Citizens Connect App,"(42.28284, -71.14829)"
Request for Pothole Repair,PWDx,INTERSECTION of Massachusetts Ave & Commonwealth Ave. Underpass  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Massachusetts Ave & Commonwealth Ave. Underpass,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,199 Clarendon St  Boston  MA  02116,4,1C,2,D4,Back Bay,6,Ward 4,402,C,199 Clarendon St,02116,42.349571,-71.074268,Citizens Connect App,"(42.349571, -71.074268)"
Request for Pothole Repair,PWDx,385 Marlborough St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,509,R4,385 Marlborough St,02115,42.35062,-71.08778,Citizens Connect App,"(42.35062, -71.08778)"
Request for Pothole Repair,PWDx,130-134 Massachusetts Ave  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 4,406,E,130-134 Massachusetts Ave,02115,42.347157,-71.087368,Citizens Connect App,"(42.347157, -71.087368)"
Request for Pothole Repair,INFO,INTERSECTION of James J Storrow Memorial Dr & Harvard Brg  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION James J Storrow Memorial Dr & Harvard Brg,,42.31157,-71.05625,Citizens Connect App,"(42.31157, -71.05625)"
Request for Pothole Repair,PWDx,INTERSECTION of Church St & Piedmont St  Boston  MA,4,1C,2,A1,Back Bay,6,Ward 5,501,,INTERSECTION Church St & Piedmont St,,42.328544,-71.092427,Citizens Connect App,"(42.328544, -71.092427)"
Request for Pothole Repair,PWDx,334 Commonwealth Ave  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,509,A,334 Commonwealth Ave,02115,42.34909,-71.08697,Citizens Connect App,"(42.34909, -71.08697)"
Request for Pothole Repair,PWDx,100 Beacon St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,506,A,100 Beacon St,02116,42.35546,-71.07335,Citizens Connect App,"(42.35546, -71.07335)"
Request for Pothole Repair,PWDx,57-59 Belvidere St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 4,406,CL,57-59 Belvidere St,02115,42.34594,-71.084763,Citizens Connect App,"(42.34594, -71.084763)"
Request for Pothole Repair,PWDx,INTERSECTION of Berkeley St & Newbury St  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,506,,INTERSECTION Berkeley St & Newbury St,,42.27928,-71.09863,Citizens Connect App,"(42.27928, -71.09863)"
Request for Pothole Repair,PWDx,411 Marlborough St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,509,CM,411 Marlborough St,02115,42.350312,-71.088985,Citizens Connect App,"(42.350312, -71.088985)"
Request for Pothole Repair,PWDx,69 Saint Botolph St  Boston  MA  02116,4,1C,2,D4,Back Bay,6,Ward 4,402,CM,69 Saint Botolph St,02116,42.34559,-71.08027,Citizens Connect App,"(42.34559, -71.08027)"
Request for Pothole Repair,PWDx,INTERSECTION of Huntington Ave & Massachusetts Ave  Boston  MA,4,1C,7,D4,Back Bay,14,Ward 4,405,,INTERSECTION Huntington Ave & Massachusetts Ave,,42.30709,-71.11596,Citizens Connect App,"(42.30709, -71.11596)"
Request for Pothole Repair,INFO,INTERSECTION of Back St & James J Storrow Memorial Dr  Boston  MA,3,1C,8,D4,Back Bay,14,Ward 5,505,,INTERSECTION Back St & James J Storrow Memorial Dr,,42.28774,-71.05469,Citizens Connect App,"(42.28774, -71.05469)"
Request for Pothole Repair,PWDx,INTERSECTION of Boylston St & Saint Cecilia St  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Boylston St & Saint Cecilia St,,42.35919,-71.1353,Citizens Connect App,"(42.35919, -71.1353)"
Request for Pothole Repair,PWDx,INTERSECTION of Beacon St & David G Mugar Way  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,506,,INTERSECTION Beacon St & David G Mugar Way,,42.29001,-71.16384,Citizens Connect App,"(42.29001, -71.16384)"
Request for Pothole Repair,INFO,INTERSECTION of Chestnut St & David G Mugar Way  Boston  MA,3,1B,8,A1,Back Bay,14,Ward 5,505,,INTERSECTION Chestnut St & David G Mugar Way,,42.26478,-71.10154,Citizens Connect App,"(42.26478, -71.10154)"
Request for Pothole Repair,PWDx,INTERSECTION of Berkeley St & Cortes St  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 5,501,,INTERSECTION Berkeley St & Cortes St,,42.27827,-71.10004,Citizens Connect App,"(42.27827, -71.10004)"
Request for Pothole Repair,PWDx,INTERSECTION of Clarendon St & Saint James Ave  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Clarendon St & Saint James Ave,,42.25442,-71.143,Citizens Connect App,"(42.25442, -71.143)"
Request for Pothole Repair,PWDx,220 Huntington Ave  Boston  MA  02115,4,1C,7,D4,Back Bay,14,Ward 4,405,C,220 Huntington Ave,02115,42.343459,-71.08369,Citizens Connect App,"(42.343459, -71.08369)"
Request for Pothole Repair,PWDx,68 William Cardinal O'Connell Way  Boston  MA  02114,3,1B,8,A1,Back Bay,3,Ward 3,305,E,68 William Cardinal O'Connell Way,02114,42.363109,-71.065341,Citizens Connect App,"(42.363109, -71.065341)"
Request for Pothole Repair,PWDx,176 Commonwealth Ave  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,A,176 Commonwealth Ave,02116,42.35112,-71.07927,Citizens Connect App,"(42.35112, -71.07927)"
Request for Pothole Repair,PWDx,199 Massachusetts Ave  Boston  MA  02115,4,10A,7,D4,Back Bay,14,Ward 4,405,RC,199 Massachusetts Ave,02115,42.34513,-71.08709,Citizens Connect App,"(42.34513, -71.08709)"
Request for Pothole Repair,PWDx,415 Commonwealth Ave  Boston  MA  02215,4,10A,8,D4,Back Bay,14,Ward 5,509,A,415 Commonwealth Ave,02215,42.349461,-71.091303,Citizens Connect App,"(42.349461, -71.091303)"
Request for Pothole Repair,PWDx,INTERSECTION of Commonwealth Ave & Massachusetts Ave  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Commonwealth Ave & Massachusetts Ave,,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,51 Massachusetts Ave  Boston  MA  02215,4,10A,8,D4,Back Bay,14,Ward 5,509,RC,51 Massachusetts Ave,02215,42.3497,-71.08921,Citizens Connect App,"(42.3497, -71.08921)"
Request for Pothole Repair,PWDx,INTERSECTION of Berkeley St & Saint James Ave  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 5,501,,INTERSECTION Berkeley St & Saint James Ave,,42.27845,-71.09982,Citizens Connect App,"(42.27845, -71.09982)"
Request for Pothole Repair,PWDx,INTERSECTION of Berkeley St & Public Alley No. 438  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,506,,INTERSECTION Berkeley St & Public Alley No. 438,,42.27842,-71.09931,Citizens Connect App,"(42.27842, -71.09931)"
Request for Pothole Repair,PWDx,INTERSECTION of Boylston St & Saint Cecilia St  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Boylston St & Saint Cecilia St,,42.35919,-71.1353,Citizens Connect App,"(42.35919, -71.1353)"
Request for Pothole Repair,PWDx,INTERSECTION of Clarendon St & Commonwealth Ave  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,507,,INTERSECTION Clarendon St & Commonwealth Ave,,42.25416,-71.14277,Citizens Connect App,"(42.25416, -71.14277)"
Request for Pothole Repair,PWDx,INTERSECTION of Hereford St & Public Alley No. 428  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Hereford St & Public Alley No. 428,,42.317986,-71.101249,Citizens Connect App,"(42.317986, -71.101249)"
Request for Pothole Repair,PWDx,INTERSECTION of Hawthorne Pl & William Cardinal O'Connell Way  Boston  MA,3,1B,8,A1,Back Bay,3,Ward 3,305,,INTERSECTION Hawthorne Pl & William Cardinal O'Connell Way,,42.34244,-71.05509,Citizens Connect App,"(42.34244, -71.05509)"
Request for Pothole Repair,PWDx,150 Cumberland St  Boston  MA  02115,4,1C,7,D4,Back Bay,14,Ward 4,405,RC,150 Cumberland St,02115,42.34425,-71.08258,Citizens Connect App,"(42.34425, -71.08258)"
Request for Pothole Repair,PWDx,INTERSECTION of Massachusetts Ave & Commonwealth Ave. Underpass  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Massachusetts Ave & Commonwealth Ave. Underpass,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,285 Commonwealth Ave  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,509,CM,285 Commonwealth Ave,02115,42.35045,-71.08517,Citizens Connect App,"(42.35045, -71.08517)"
Request for Pothole Repair,PWDx,INTERSECTION of Berkeley St & Cortes St  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 5,501,,INTERSECTION Berkeley St & Cortes St,,42.27827,-71.10004,Citizens Connect App,"(42.27827, -71.10004)"
Request for Pothole Repair,PWDx,303 Dartmouth St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,E,303 Dartmouth St,02116,42.352339,-71.078239,Citizens Connect App,"(42.352339, -71.078239)"
Request for Pothole Repair,INFO,400 Cambridge St  Boston  MA  02114,3,1B,8,A1,Back Bay,3,03,,,400 Cambridge St,02114,42.36126,-71.071917,Citizens Connect App,"(42.36126, -71.071917)"
Request for Pothole Repair,PWDx,INTERSECTION of Beacon St & Massachusetts Ave  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Beacon St & Massachusetts Ave,,42.2893,-71.16429,Citizens Connect App,"(42.2893, -71.16429)"
Request for Pothole Repair,PWDx,INTERSECTION of Massachusetts Ave & Saint Stephen St  Boston  MA,4,1C,7,D4,Back Bay,14,Ward 4,405,,INTERSECTION Massachusetts Ave & Saint Stephen St,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,INTERSECTION of Hereford St & Public Alley No. 428  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Hereford St & Public Alley No. 428,,42.317986,-71.101249,Citizens Connect App,"(42.317986, -71.101249)"
Request for Pothole Repair,PWDx,INTERSECTION of Harcourt St & Public Alley No. 401  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Harcourt St & Public Alley No. 401,,42.27988,-71.08751,Citizens Connect App,"(42.27988, -71.08751)"
Request for Pothole Repair,BWSC,150 Newbury St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,05,507,E,150 Newbury St,02116,42.35057,-71.07797,Citizens Connect App,"(42.35057, -71.07797)"
Request for Pothole Repair,PWDx,1 Bay St  Boston  MA  02116,4,1C,2,A1,Back Bay,6,Ward 5,501,R1,1 Bay St,02116,42.34815,-71.06832,Citizens Connect App,"(42.34815, -71.06832)"
Request for Pothole Repair,PWDx,INTERSECTION of Huntington Ave & Massachusetts Ave  Boston  MA,4,1C,7,D4,Back Bay,14,Ward 4,405,,INTERSECTION Huntington Ave & Massachusetts Ave,,42.30709,-71.11596,Citizens Connect App,"(42.30709, -71.11596)"
Request for Pothole Repair,PWDx,INTERSECTION of Hawthorne Pl & William Cardinal O'Connell Way  Boston  MA,3,1B,8,A1,Back Bay,3,Ward 3,305,,INTERSECTION Hawthorne Pl & William Cardinal O'Connell Way,,42.34244,-71.05509,Citizens Connect App,"(42.34244, -71.05509)"
Request for Pothole Repair,PWDx,INTERSECTION of Boylston St & Clarendon St  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Boylston St & Clarendon St,,42.358816,-71.13529,Citizens Connect App,"(42.358816, -71.13529)"
Request for Pothole Repair,PWDx,14 Cumberland St  Boston  MA  02115,4,1C,7,D4,Back Bay,14,Ward 4,405,A,14 Cumberland St,02115,42.34374,-71.08193,Citizens Connect App,"(42.34374, -71.08193)"
Request for Pothole Repair,PWDx,80-96 Broadway St  Boston  MA  02116,4,1C,2,A1,Back Bay,6,05,501,CM,80-96 Broadway St,02116,42.34994,-71.066974,Citizens Connect App,"(42.34994, -71.066974)"
Request for Pothole Repair,INFO,INTERSECTION of Back St & Harvard Brg  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Back St & Harvard Brg,,42.288107,-71.055032,Citizens Connect App,"(42.288107, -71.055032)"
Request for Pothole Repair,PWDx,INTERSECTION of Fairfield St & Public Alley No. 433  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,508,,INTERSECTION Fairfield St & Public Alley No. 433,,42.38745,-71.07556,Citizens Connect App,"(42.38745, -71.07556)"
Request for Pothole Repair,PWDx,INTERSECTION of Arlington St & Cortes St  Boston  MA,4,1C,2,A1,Back Bay,6,Ward 5,501,,INTERSECTION Arlington St & Cortes St,,42.30336,-71.06089,Citizens Connect App,"(42.30336, -71.06089)"
Request for Pothole Repair,PWDx,INTERSECTION of Beacon St & David G Mugar Way  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,506,,INTERSECTION Beacon St & David G Mugar Way,,42.29001,-71.16384,Citizens Connect App,"(42.29001, -71.16384)"
Request for Pothole Repair,PWDx,INTERSECTION of Berkeley St & Public Alley No. 420  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,506,,INTERSECTION Berkeley St & Public Alley No. 420,,42.2788,-71.0993,Citizens Connect App,"(42.2788, -71.0993)"
Request for Pothole Repair,PWDx,INTERSECTION of Berkeley St & Stuart St  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 5,501,,INTERSECTION Berkeley St & Stuart St,,42.27818,-71.09965,Citizens Connect App,"(42.27818, -71.09965)"
Request for Pothole Repair,INFO,INTERSECTION of Back St & Fairfield St  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,508,,INTERSECTION Back St & Fairfield St,,42.28769,-71.05522,Citizens Connect App,"(42.28769, -71.05522)"
Request for Pothole Repair,PWDx,346 Commonwealth Ave  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,509,A,346 Commonwealth Ave,02115,42.34896,-71.08743,Citizens Connect App,"(42.34896, -71.08743)"
Request for Pothole Repair,PWDx,146 Commonwealth Ave  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,E,146 Commonwealth Ave,02116,42.35161,-71.07755,Citizens Connect App,"(42.35161, -71.07755)"
Request for Pothole Repair,PWDx,500 Boylston St  Boston  MA  02116,4,1C,2,D4,Back Bay,6,Ward 4,402,C,500 Boylston St,02116,42.35053,-71.0739,Citizens Connect App,"(42.35053, -71.0739)"
Request for Pothole Repair,PWDx,INTERSECTION of Saint James Ave & Trinity Pl  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Saint James Ave & Trinity Pl,,42.38561,-71.00069,Citizens Connect App,"(42.38561, -71.00069)"
Request for Pothole Repair,PWDx,INTERSECTION of Blagden St & Saint James Ave  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Blagden St & Saint James Ave,,42.284856,-71.133299,Citizens Connect App,"(42.284856, -71.133299)"
Request for Pothole Repair,PWDx,INTERSECTION of Charlesbank Rd & Longfellow Brg  Boston  MA,3,1B,8,A1,Back Bay,3,Ward 3,305,,INTERSECTION Charlesbank Rd & Longfellow Brg,,42.359963,-71.122623,Citizens Connect App,"(42.359963, -71.122623)"
Request for Pothole Repair,PWDx,18 Commonwealth Ave  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,506,A,18 Commonwealth Ave,02116,42.35301,-71.07232,Citizens Connect App,"(42.35301, -71.07232)"
